ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,CITY,CITYNAME,COUNTY,COUNTYNAME,CaseYear,DAY,DAY_WEEK,DAY_WEEKNAME,DRUNK_DR,FATALS,FUNC_SYS,FUNC_SYSNAME,HARM_EV,HARM_EVNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,HOUR,HOURNAME,LATITUDE,LATITUDENAME,LGT_COND,LGT_CONDNAME,LONGITUD,LONGITUDNAME,MAN_COLL,MAN_COLLNAME,MILEPT,MILEPTNAME,MINUTE,MINUTENAME,MONTH,MonthName,NHS,NHSNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,PEDS,PERMVIT,PERNOTMVIT,PERSONS,PVH_INVL,ParkWorks,RAIL,RAILNAME,RD_OWNER,RD_OWNERNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,REL_ROAD,REL_ROADNAME,ROAD_FNC,ROAD_FNCNAME,ROUTE,ROUTENAME,RUR_URB,RUR_URBNAME,SCH_BUS,SCH_BUSNAME,SP_JUR,SP_JURNAME,STATENAME,ST_CASE,State,TWAY_ID,TWAY_ID2,TYP_INT,TYP_INTNAME,VE_FORMS,VE_TOTAL,WEATHER,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHERNAME,WRK_ZONE,WRK_ZONENAME,YEAR
12,12:00pm-12:59pm,14,14,0,None,0,None,0,None,495,BELLMORE,59,NASSAU (59),2014,31,1,Sunday,0,1,,,12,Motor Vehicle In-Transport ,12,12:00pm-12:59pm,35,35,12,12:00pm-12:59pm,40.66370833,40.66370833,1,Daylight,-73.525255560,-73.525255560,6,Angle ,0,None,13,13,8,August,0,This section IS NOT on the NHS,12,12:00pm-12:59pm,13,13,0,4,0,4,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,14,Urban-Minor Arterial,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360567,36,2727 MERRICK RD,,1,Not an Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2013,10,4,Wednesday,0,1,,,5,Fell/Jumped from Vehicle,99,Unknown,99,Unknown EMS Hospital Arrival Time,7,7:00am-7:59am,40.69784722,40.69784722,1,Daylight,-73.615838890,-73.615838890,0,Not a Collision with Motor Vehicle In-Transport,0,None,10,10,4,April,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,2,0,2,0,,0000000,Not Applicable,,,0,No,3,Intersection-Related ,1,On Roadway,16,Urban-Local Road or Street,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360569,36,BALDWIN RD,OAK AVE,2,Four-Way Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2013
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2013,20,5,Thursday,0,1,,,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,22,10:00pm-10:59pm,40.69264167,40.69264167,3,Dark - Lighted,-73.595811110,-73.595811110,0,Not a Collision with Motor Vehicle In-Transport,0,None,20,20,6,June,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,16,Urban-Local Road or Street,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360570,36,PARK AVE,UNIONDALE AVE,2,Four-Way Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2013
3,3:00am-3:59am,9,9,0,None,0,None,0,None,4600,OYSTER BAY,59,NASSAU (59),2018,22,7,Saturday,0,1,2,Principal Arterial - Other Freeways and Expressways,8,Pedestrian,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),3,3:00am-3:59am,40.72965000,40.72965000,2,Dark - Not Lighted,-73.474861110,-73.474861110,0,Not a Collision with Motor Vehicle In-Transport,0,None,3,3,9,September,1,This section IS ON the NHS,3,3:00am-3:59am,5,5,1,2,1,2,0,,0000000,Not Applicable,1,State Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360571,36,SR-135,,1,Not an Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2018
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,4600,OYSTER BAY,59,NASSAU (59),2013,30,5,Thursday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,11,11:00am-11:59am,99.99990000,Unknown,1,Daylight,999.999900000,Unknown,1,Front-to-Rear ,0,None,0,0,5,May,1,This section IS ON the NHS,99,Unknown,99,Unknown,0,3,0,3,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,1,Rural-Principal Arterial-Interstate,1,Interstate,,,0,No,0,No Special Jurisdiction,New York,360572,36,I-495,,1,Not an Intersection,3,3,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2013
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2012,21,7,Saturday,0,1,,,8,Pedestrian,1,1:00am-1:59am,1,1,0,0:00am-0:59am,40.70175278,40.70175278,3,Dark - Lighted,-73.600177780,-73.600177780,0,Not a Collision with Motor Vehicle In-Transport,0,None,38,38,7,July,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,2,1,2,1,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360572,36,JERUSALEM AVE,LEONARD AVE,2,Four-Way Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2012
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2012,26,5,Thursday,0,1,,,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,12,12:00pm-12:59pm,40.67839444,40.67839444,1,Daylight,-73.588802780,-73.588802780,0,Not a Collision with Motor Vehicle In-Transport,0,None,2,2,7,July,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,,,0,No,3,Intersection-Related ,1,On Roadway,15,Urban-Collector,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360573,36,NASSAU RD,BABYLON TPK,4,Y-Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2012
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2013,15,2,Monday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,13,1:00pm-1:59pm,40.68913889,40.68913889,1,Daylight,-73.632986110,-73.632986110,6,Angle ,0,None,10,10,7,July,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,3,0,3,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,14,Urban-Minor Arterial,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360573,36,PENINSULA BLVD,N VILLAGE AVE,7,"Five Point, or More",2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2013
11,11:00am-11:59am,47,47,0,None,0,None,0,None,6250,VALLEY STREAM,59,NASSAU (59),2016,1,5,Thursday,0,1,7,Local,24,Guardrail Face,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),23,11:00pm-11:59pm,40.64634167,40.64634167,3,Dark - Lighted,-73.697419440,-73.697419440,0,Not a Collision with Motor Vehicle In-Transport,0,None,45,45,9,September,0,This section IS NOT on the NHS,11,11:00am-11:59am,45,45,0,1,0,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,3,On Median,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360574,36,PENINSULA BLVD,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2016
18,6:00pm-6:59pm,30,30,0,None,0,None,0,None,3360,LONG BEACH,59,NASSAU (59),2017,14,5,Thursday,0,1,7,Local,9,Pedalcyclist,18,6:00pm-6:59pm,42,42,18,6:00pm-6:59pm,40.58602778,40.58602778,1,Daylight,-73.698219440,-73.698219440,0,Not a Collision with Motor Vehicle In-Transport,0,None,25,25,9,September,0,This section IS NOT on the NHS,18,6:00pm-6:59pm,26,26,1,1,1,1,0,,0000000,Not Applicable,4,City or Municipal Highway Agency,0,No,3,Intersection-Related ,1,On Roadway,,,6,Local Street - Municipality,1,Rural,0,No,0,No Special Jurisdiction,New York,360576,36,W BEECH ST,GEORGIA AVE,2,Four-Way Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2017
23,11:00pm-11:59pm,43,43,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2012,25,4,Wednesday,0,1,,,12,Motor Vehicle In-Transport ,0,0:00am-0:59am,1,1,23,11:00pm-11:59pm,99.99990000,Unknown,3,Dark - Lighted,999.999900000,Unknown,6,Angle ,0,None,35,35,7,July,0,This section IS NOT on the NHS,23,11:00pm-11:59pm,39,39,0,5,0,5,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360577,36,BELLMORE AVE,,1,Not an Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2012
7,7:00am-7:59am,56,56,0,None,0,None,0,None,3800,MINEOLA,59,NASSAU (59),2011,12,6,Friday,1,1,,,42,Tree (Standing Only),8,8:00am-8:59am,5,5,7,7:00am-7:59am,40.75034444,40.75034444,1,Daylight,-73.649638890,-73.649638890,0,Not a Collision with Motor Vehicle In-Transport,0,None,49,49,8,August,0,This section IS NOT on the NHS,7,7:00am-7:59am,49,49,0,1,0,1,1,,0000000,Not Applicable,,,0,No,1,Non-Junction,4,On Roadside,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360578,36,MARCELLUS RD,,1,Not an Intersection,1,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2011
22,10:00pm-10:59pm,26,26,0,None,0,None,0,None,4600,OYSTER BAY,59,NASSAU (59),2015,21,6,Friday,0,1,7,Local,8,Pedestrian,22,10:00pm-10:59pm,45,45,22,10:00pm-10:59pm,40.86184167,40.86184167,3,Dark - Lighted,-73.534866670,-73.534866670,0,Not a Collision with Motor Vehicle In-Transport,0,None,20,20,8,August,0,This section IS NOT on the NHS,22,10:00pm-10:59pm,24,24,1,1,1,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,3,Intersection-Related ,1,On Roadway,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360579,36,PINE HOLLOW RD,PINE DR,3,T-Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2015
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,4600,OYSTER BAY,59,NASSAU (59),2011,15,2,Monday,0,1,,,33,Curb,99,Unknown,99,Unknown EMS Hospital Arrival Time,8,8:00am-8:59am,40.73761667,40.73761667,1,Daylight,-73.476241670,-73.476241670,0,Not a Collision with Motor Vehicle In-Transport,0,None,0,0,8,August,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,1,0,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,4,On Roadside,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360582,36,CENTRAL AVE,,1,Not an Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2011
23,11:00pm-11:59pm,30,30,0,None,0,None,0,None,4090,NEW HYDE PARK,59,NASSAU (59),2011,13,7,Saturday,1,1,,,42,Tree (Standing Only),88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),23,11:00pm-11:59pm,40.78921667,40.78921667,3,Dark - Lighted,-73.666419440,-73.666419440,0,Not a Collision with Motor Vehicle In-Transport,0,None,25,25,8,August,0,This section IS NOT on the NHS,23,11:00pm-11:59pm,26,26,0,1,0,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,4,On Roadside,14,Urban-Minor Arterial,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360584,36,SEARINGTOWN RD,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2011
21,9:00pm-9:59pm,56,56,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2019,20,6,Friday,0,1,4,Minor Arterial,8,Pedestrian,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),21,9:00pm-9:59pm,40.69530833,40.69530833,3,Dark - Lighted,-73.595033330,-73.595033330,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,99999,Unknown,45,45,9,September,0,This section IS NOT on the NHS,21,9:00pm-9:59pm,48,48,1,1,1,1,0,,0000000,Not Applicable,2,County Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,4,County Road,2,Urban,0,No,0,No Special Jurisdiction,New York,360589,36,CR-188,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2019
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2010,19,5,Thursday,0,1,,,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,8,8:00am-8:59am,99.99990000,Unknown,1,Daylight,999.999900000,Unknown,0,Not a Collision with Motor Vehicle In-Transport,0,None,41,41,8,August,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,,,1,,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360590,36,PENINSULA BLVD,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2010
19,7:00pm-7:59pm,48,48,0,None,0,None,0,None,4600,OYSTER BAY,59,NASSAU (59),2014,10,4,Wednesday,0,1,,,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,19,7:00pm-7:59pm,40.68364167,40.68364167,3,Dark - Lighted,-73.430719440,-73.430719440,0,Not a Collision with Motor Vehicle In-Transport,0,None,43,43,9,September,0,This section IS NOT on the NHS,19,7:00pm-7:59pm,43,43,1,1,1,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360590,36,CARMANS RD,,1,Not an Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2014
7,7:00am-7:59am,32,32,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2014,10,4,Wednesday,0,1,,,12,Motor Vehicle In-Transport ,7,7:00am-7:59am,59,59,7,7:00am-7:59am,40.67515278,40.67515278,4,Dawn,-73.607438890,-73.607438890,6,Angle ,0,None,26,26,9,September,0,This section IS NOT on the NHS,7,7:00am-7:59am,29,29,0,2,0,2,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,16,Urban-Local Road or Street,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360592,36,CENTENNIAL AVE,,1,Not an Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,4090,NEW HYDE PARK,59,NASSAU (59),2011,9,5,Thursday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,16,4:00pm-4:59pm,40.74280278,40.74280278,1,Daylight,-73.659380560,-73.659380560,6,Angle ,0,None,55,55,6,June,1,This section IS ON the NHS,99,Unknown,99,Unknown,0,5,0,5,0,,0000000,Not Applicable,,,0,No,8,Driveway Access Related,1,On Roadway,13,Urban-Other Principal Arterial,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360593,36,SR-25,,1,Not an Intersection,4,4,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2011
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,5250,ROCKVILLE CENTRE,59,NASSAU (59),2019,23,5,Thursday,0,1,3,Principal Arterial - Other,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,21,9:00pm-9:59pm,40.65708333,40.65708333,3,Dark - Lighted,-73.641933330,-73.641933330,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,4,4,5,May,1,This section IS ON the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360593,36,SR-27 SUNRISE HWY,,1,Not an Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2019
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,4600,OYSTER BAY,59,NASSAU (59),2011,19,3,Tuesday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,14,2:00pm-2:59pm,40.81015556,40.81015556,1,Daylight,-73.510486110,-73.510486110,6,Angle ,0,None,40,40,7,July,1,This section IS ON the NHS,99,Unknown,99,Unknown,0,5,0,5,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,2,Rural-Principal Arterial-Other,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360596,36,SR-25,LAFAYETTE DR,2,Four-Way Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2011
20,8:00pm-8:59pm,58,58,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2017,12,3,Tuesday,0,1,6,Minor Collector,8,Pedestrian,21,9:00pm-9:59pm,9,9,20,8:00pm-8:59pm,40.71025278,40.71025278,3,Dark - Lighted,-73.621638890,-73.621638890,0,Not a Collision with Motor Vehicle In-Transport,0,None,53,53,9,September,0,This section IS NOT on the NHS,20,8:00pm-8:59pm,53,53,1,1,1,1,0,,0000000,Not Applicable,4,City or Municipal Highway Agency,0,No,3,Intersection-Related ,1,On Roadway,,,6,Local Street - Municipality,2,Urban,0,No,0,No Special Jurisdiction,New York,360596,36,WASHINGTON ST,NICHOLS CT,3,T-Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2017
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2240,GARDEN CITY,59,NASSAU (59),2014,16,7,Saturday,0,1,,,30,Utility Pole/Light Support,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),10,10:00am-10:59am,40.71789167,40.71789167,1,Daylight,-73.631138890,-73.631138890,0,Not a Collision with Motor Vehicle In-Transport,0,None,23,23,8,August,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,1,0,1,0,,0000000,Not Applicable,,,0,No,3,Intersection-Related ,4,On Roadside,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360599,36,FRANKLIN AVE,2ND ST,2,Four-Way Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2018,24,6,Friday,0,1,3,Principal Arterial - Other,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,16,4:00pm-4:59pm,40.72451667,40.72451667,1,Daylight,-73.544172220,-73.544172220,1,Front-to-Rear ,0,None,22,22,8,August,1,This section IS ON the NHS,99,Unknown,99,Unknown,0,3,0,3,0,,0000000,Not Applicable,1,State Highway Agency,0,No,2,Intersection,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360599,36,SR-24 HEMPSTEAD TPK,NEWBRIDGE RD,2,Four-Way Intersection,3,3,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2018
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,4600,OYSTER BAY,59,NASSAU (59),2012,29,1,Sunday,1,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,4,4:00am-4:59am,40.78572500,40.78572500,3,Dark - Lighted,-73.532180560,-73.532180560,2,Front-to-Front,0,None,15,15,7,July,1,This section IS ON the NHS,99,Unknown,99,Unknown,0,3,0,3,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,11,Urban-Principal Arterial-Interstate,1,Interstate,,,0,No,0,No Special Jurisdiction,New York,360600,36,I-495,,1,Not an Intersection,2,2,2,2,Rain,10,Cloudy,Rain,0,None,2012
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,3360,LONG BEACH,59,NASSAU (59),2011,18,5,Thursday,0,1,,,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,23,11:00pm-11:59pm,40.58599444,40.58599444,3,Dark - Lighted,-73.696397220,-73.696397220,0,Not a Collision with Motor Vehicle In-Transport,0,None,5,5,8,August,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,,,0,No,3,Intersection-Related ,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360600,36,W BEECH ST,LOUISIANA ST,2,Four-Way Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2011
17,5:00pm-5:59pm,17,17,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2011,18,5,Thursday,0,1,,,12,Motor Vehicle In-Transport ,19,7:00pm-7:59pm,35,35,17,5:00pm-5:59pm,40.69030278,40.69030278,1,Daylight,-73.721050000,-73.721050000,7,Sideswipe - Same Direction,0,None,13,13,8,August,0,This section IS NOT on the NHS,17,5:00pm-5:59pm,14,14,0,2,0,2,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,5,Rural-Minor Collector,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360602,36,ELMONT RD,CROMER RD W,3,T-Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2011
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,6250,VALLEY STREAM,59,NASSAU (59),2018,21,2,Monday,0,1,3,Principal Arterial - Other,8,Pedestrian,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),22,10:00pm-10:59pm,40.66430556,40.66430556,2,Dark - Not Lighted,-73.716344440,-73.716344440,0,Not a Collision with Motor Vehicle In-Transport,0,None,12,12,5,May,1,This section IS ON the NHS,99,Unknown,99,Unknown,1,3,1,3,0,,0000000,Not Applicable,1,State Highway Agency,0,No,3,Intersection-Related ,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360602,36,SR-27 SUNRISE HWY,SATTERIE AVE,2,Four-Way Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2018
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,4090,NEW HYDE PARK,59,NASSAU (59),2016,25,2,Monday,1,1,3,Principal Arterial - Other,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,22,10:00pm-10:59pm,40.77941944,40.77941944,3,Dark - Lighted,-73.625608330,-73.625608330,1,Front-to-Rear ,0,None,15,15,7,July,1,This section IS ON the NHS,22,10:00pm-10:59pm,15,15,0,2,0,2,0,,0000000,Not Applicable,1,State Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,3,State Highway,1,Rural,0,No,0,No Special Jurisdiction,New York,360606,36,SR-908G,,1,Not an Intersection,2,2,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2016
9,9:00am-9:59am,40,40,0,None,0,None,0,None,3600,MATINECOCK,59,NASSAU (59),2014,12,6,Friday,0,1,,,12,Motor Vehicle In-Transport ,10,10:00am-10:59am,20,20,9,9:00am-9:59am,40.86597778,40.86597778,1,Daylight,-73.593766670,-73.593766670,6,Angle ,0,None,40,40,9,September,0,This section IS NOT on the NHS,9,9:00am-9:59am,40,40,0,3,0,3,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,6,Rural-Local Road or Street,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360610,36,DUCK POND RD,PIPING ROCK RD,2,Four-Way Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
17,5:00pm-5:59pm,32,32,0,None,0,None,0,None,6020,SYOSSET,59,NASSAU (59),2018,15,7,Saturday,0,1,4,Minor Arterial,12,Motor Vehicle In-Transport ,17,5:00pm-5:59pm,53,53,17,5:00pm-5:59pm,40.81539722,40.81539722,1,Daylight,-73.533736110,-73.533736110,6,Angle ,0,None,24,24,9,September,0,This section IS NOT on the NHS,17,5:00pm-5:59pm,24,24,0,2,0,2,0,,0000000,Not Applicable,1,State Highway Agency,0,No,2,Intersection,1,On Roadway,,,3,State Highway,1,Rural,0,No,0,No Special Jurisdiction,New York,360611,36,SR-106,FRANCES DR,2,Four-Way Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2018
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2600,HEMPSTEAD,59,NASSAU (59),2010,11,4,Wednesday,0,1,,,30,Utility Pole/Light Support,99,Unknown,99,Unknown EMS Hospital Arrival Time,18,6:00pm-6:59pm,40.68719444,40.68719444,5,Dusk,-73.715880560,-73.715880560,0,Not a Collision with Motor Vehicle In-Transport,0,None,2,2,8,August,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,,,1,,,0000000,Not Applicable,,,1,Yes,3,Intersection-Related ,4,On Roadside,16,Urban-Local Road or Street,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360612,36,LINDEN BLVD,GREENWAY BLVD,2,Four-Way Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2010
